Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Role
Tracer,Grandmaster,2.48,2.57,51.36,17.71,6.27,61,6475,,8.08,,Damage
Roadhog,All,4.02,2.32,52.2,18.56,8.63,121,8040,,6.58,,Tank
Roadhog,Bronze,3.48,1.33,33.59,16.62,8.06,114,7458,,7.01,,Tank
Roadhog,Silver,3.48,1.23,34.62,16.54,8.05,121,7428,,7.24,,Tank
Roadhog,Gold,3.3,1.98,42.49,16.87,8.38,121,7439,,7.08,,Tank
Roadhog,Platinum,3.78,2.04,46.91,18.34,8.6,117,8005,,6.64,,Tank
Roadhog,Diamond,3.89,2.08,46.22,18.57,8.78,122,8187,,6.78,,Tank
Roadhog,Master,3.45,5.69,55.06,17.56,8.29,115,7846,,6.91,,Tank
Roadhog,Grandmaster,3.7,3.28,56.65,18.1,7.95,110,8038,,6.76,,Tank
Zarya,All,4.46,5.01,54.88,20.07,9.49,124,8983,,6.45,,Tank
Zarya,Bronze,4.03,3.23,43.9,18.89,9.24,129,8056,,6.94,,Tank
Zarya,Silver,3.99,2.76,47.56,18.91,9.02,125,8242,,7.0,,Tank
Zarya,Gold,4.29,3.82,48.73,19.67,9.35,130,8490,,6.78,,Tank
Zarya,Platinum,4.3,3.94,50.7,19.49,9.59,126,8631,,6.63,,Tank
Zarya,Diamond,4.5,5.37,53.1,20.37,9.52,119,8905,,6.59,,Tank
Zarya,Master,4.26,5.88,49.08,19.27,9.2,120,8628,,6.88,,Tank
Zarya,Grandmaster,4.4,11.14,57.99,19.74,9.01,118,8772,,6.49,,Tank
Reaper,All,2.83,2.84,53.73,20.37,7.82,72,7978,,8.06,,Damage
Reaper,Bronze,2.16,1.78,39.74,16.89,6.46,73,6774,,9.06,,Damage
Reaper,Silver,2.2,2.1,45.8,17.22,6.73,71,6821,,8.86,,Damage
Reaper,Gold,2.61,2.65,46.52,19.47,7.48,75,7578,,8.35,,Damage
Reaper,Platinum,2.65,4.34,54.89,19.71,7.37,74,7550,,8.48,,Damage
Reaper,Diamond,2.67,2.45,49.64,19.01,7.35,69,7870,,8.34,,Damage
Reaper,Master,2.48,3.49,53.29,18.67,6.61,68,7471,,8.76,,Damage
Reaper,Grandmaster,2.54,2.64,51.09,18.7,6.55,70,7400,,8.64,,Damage
Baptiste,All,3.89,3.58,50.91,10.03,4.96,68,3257,8303.0,7.09,,Support
Baptiste,Bronze,2.89,1.84,36.69,7.59,3.87,61,2944,7466.0,8.26,,Support
Baptiste,Silver,3.25,2.79,43.6,8.3,4.38,68,2915,7712.0,7.74,,Support
Baptiste,Gold,3.34,4.02,46.64,8.86,4.57,72,3101,7798.0,7.69,,Support
Baptiste,Platinum,3.86,5.02,52.89,9.98,4.94,65,3350,8325.0,7.29,,Support
Baptiste,Diamond,3.74,3.03,51.47,9.52,4.86,66,3238,8229.0,7.53,,Support
Baptiste,Master,3.18,2.15,39.7,8.17,4.15,61,3070,7797.0,8.0,,Support
Baptiste,Grandmaster,3.19,1.96,32.26,8.28,3.9,58,3173,7859.0,7.96,,Support
Orisa,All,3.39,1.99,47.23,17.04,8.39,128,8564,,7.18,,Tank
Orisa,Bronze,3.03,4.79,45.04,16.24,8.22,134,7739,,7.24,,Tank
Orisa,Silver,3.05,3.0,42.37,16.21,8.26,139,8001,,7.12,,Tank
Orisa,Gold,3.19,2.61,44.38,16.32,8.19,130,8037,,7.25,,Tank
Orisa,Platinum,3.61,3.11,47.63,17.26,8.33,127,8705,,6.96,,Tank
Orisa,Diamond,3.3,2.89,46.98,17.03,8.15,124,8339,,7.04,,Tank
Orisa,Master,3.04,4.32,44.48,16.11,7.75,129,7910,,7.13,,Tank
Orisa,Grandmaster,3.07,3.81,43.82,16.22,7.8,133,8056,,7.06,,Tank
Pharah,All,2.96,1.78,50.48,21.16,6.89,38,9193,,8.84,,Damage
Pharah,Bronze,2.35,1.37,40.74,17.17,5.99,36,8158,,9.39,,Damage
Pharah,Silver,2.53,1.82,47.23,18.43,6.46,36,8275,,9.18,,Damage
Pharah,Gold,2.53,2.05,48.64,19.64,6.48,37,8807,,9.39,,Damage
Pharah,Platinum,2.95,2.09,49.23,21.55,6.78,35,9338,,9.31,,Damage
Pharah,Diamond,3.04,1.75,48.05,21.58,7.29,39,9505,,9.1,,Damage
Pharah,Master,2.55,2.5,46.24,19.66,6.47,34,8980,,9.42,,Damage
Pharah,Grandmaster,2.7,2.01,48.23,20.08,6.15,38,9177,,9.34,,Damage
Sigma,All,4.53,1.48,54.29,18.43,8.6,123,9302,,5.46,,Tank
Sigma,Bronze,4.54,2.61,53.11,17.53,8.73,133,8757,,5.85,,Tank
Sigma,Silver,4.45,1.58,51.76,17.94,8.66,125,8960,,5.76,,Tank
Sigma,Gold,4.43,1.82,53.76,17.62,8.58,124,8923,,5.61,,Tank
Sigma,Platinum,4.75,1.71,52.15,18.25,8.6,120,9062,,5.62,,Tank
Sigma,Diamond,4.92,2.34,56.95,18.43,8.51,121,9362,,5.69,,Tank
Sigma,Master,4.9,2.73,54.63,18.43,8.44,116,9328,,5.62,,Tank
Sigma,Grandmaster,4.61,2.45,51.9,17.52,8.11,120,8989,,5.68,,Tank
Doomfist,All,2.98,1.09,52.52,17.25,5.69,95,6953,,8.25,,Tank
Doomfist,Bronze,3.13,0.95,52.0,18.19,6.13,100,6567,,7.93,,Tank
Doomfist,Silver,2.82,0.95,49.32,17.31,6.35,97,6737,,8.41,,Tank
Doomfist,Gold,3.21,0.58,52.6,16.77,5.7,99,6647,,7.36,,Tank
Doomfist,Platinum,2.65,0.67,50.0,16.42,5.5,77,6718,,8.69,,Tank
Doomfist,Diamond,3.82,2.22,54.9,19.64,6.05,99,7229,,7.12,,Tank
Doomfist,Master,3.57,1.66,60.13,19.86,5.38,71,7338,,7.35,,Tank
Doomfist,Grandmaster,2.94,3.42,51.72,16.47,5.48,77,6265,,7.31,,Tank
Brigitte,All,4.75,1.71,55.33,13.38,5.82,98,3659,7522.0,8.32,,Support
Brigitte,Bronze,3.86,1.1,46.3,10.88,4.46,93,3215,6917.0,8.78,,Support
Brigitte,Silver,4.34,1.13,50.74,12.16,5.21,91,3436,7128.0,8.61,,Support
Brigitte,Gold,4.36,1.64,54.53,12.79,5.67,98,3564,7248.0,8.77,,Support
Brigitte,Platinum,4.47,3.28,56.7,13.0,5.54,95,3691,7504.0,8.65,,Support
Brigitte,Diamond,4.56,0.65,49.13,12.86,5.56,98,3866,7357.0,8.79,,Support
Brigitte,Master,3.84,0.77,43.81,11.06,4.41,88,3501,7074.0,9.15,,Support
Brigitte,Grandmaster,3.86,0.98,55.37,11.64,4.68,89,3630,7017.0,9.23,,Support
Mei,All,4.3,0.97,57.44,19.03,8.21,87,6802,,7.28,,Damage
Mei,Bronze,4.14,0.68,47.85,17.98,8.36,94,6376,,7.49,,Damage
Mei,Silver,4.22,0.7,50.22,18.93,8.43,79,6311,,7.61,,Damage
Mei,Gold,4.19,1.44,56.43,18.59,8.08,90,6681,,7.48,,Damage
Mei,Platinum,4.3,1.42,57.39,19.39,8.22,84,6981,,7.35,,Damage
Mei,Diamond,4.18,0.72,52.81,17.91,8.03,79,6684,,7.33,,Damage
Mei,Master,4.78,0.94,57.31,19.89,8.19,78,7052,,7.12,,Damage
Mei,Grandmaster,4.99,0.62,51.44,20.14,7.99,72,6604,,7.1,,Damage
Winston,All,3.63,1.64,48.15,19.08,6.95,120,7472,,7.28,,Tank
Winston,Bronze,3.21,1.79,43.88,17.21,6.79,119,6686,,7.7,,Tank
Winston,Silver,2.98,1.5,40.0,17.37,6.79,117,6987,,7.83,,Tank
Winston,Gold,3.16,1.59,43.52,18.11,7.02,127,6920,,7.61,,Tank
Winston,Platinum,3.47,1.55,47.86,18.45,6.77,117,7330,,7.35,,Tank
Winston,Diamond,3.62,1.65,50.91,19.06,7.22,124,7411,,7.2,,Tank
Winston,Master,3.53,3.08,47.85,17.58,6.17,103,6989,,7.28,,Tank
Winston,Grandmaster,3.41,2.19,42.82,17.45,5.86,106,7349,,7.28,,Tank
Bastion,All,2.48,1.17,49.15,18.23,7.57,65,9616,,8.93,,Damage
Bastion,Bronze,2.1,1.05,42.28,15.61,6.94,68,8527,,9.07,,Damage
Bastion,Silver,2.06,1.24,44.44,15.96,6.98,64,8765,,9.28,,Damage
Bastion,Gold,2.41,1.48,46.58,17.75,7.34,66,9444,,8.73,,Damage
Bastion,Platinum,2.15,1.15,45.24,16.4,6.99,67,9021,,9.4,,Damage
Bastion,Diamond,2.49,1.19,45.97,17.45,7.29,60,9533,,8.9,,Damage
Bastion,Master,2.31,1.1,36.78,16.16,6.71,61,9390,,8.69,,Damage
Bastion,Grandmaster,1.97,1.26,46.26,14.88,6.01,58,8690,,9.14,,Damage
Sombra,All,4.68,1.38,50.05,16.81,5.97,42,5319,,6.21,,Damage
Sombra,Bronze,4.07,0.97,41.07,14.93,5.56,45,4824,,7.04,,Damage
Sombra,Silver,4.03,1.15,41.07,14.53,5.33,43,4816,,6.45,,Damage
Sombra,Gold,4.5,1.37,47.87,16.44,6.05,44,5217,,6.62,,Damage
Sombra,Platinum,4.58,0.84,44.64,16.02,5.82,41,5090,,6.61,,Damage
Sombra,Diamond,5.15,1.67,49.93,17.33,6.56,44,5596,,6.05,,Damage
Sombra,Master,4.62,2.07,46.33,15.64,5.72,42,5353,,6.28,,Damage
Sombra,Grandmaster,5.43,3.28,56.07,16.74,5.93,39,5531,,5.82,,Damage
Wrecking Ball,All,3.59,0.58,47.66,16.8,8.64,144,7200,,7.03,,Tank
Wrecking Ball,Bronze,2.82,0.37,29.86,14.0,8.6,149,6553,,7.48,,Tank
Wrecking Ball,Silver,3.04,1.28,48.28,15.08,8.92,140,6764,,7.29,,Tank
Wrecking Ball,Gold,3.25,0.33,33.68,16.36,8.83,137,7048,,7.62,,Tank
Wrecking Ball,Platinum,3.63,0.68,44.78,16.14,8.52,156,7389,,6.34,,Tank
Wrecking Ball,Diamond,3.62,0.41,39.84,15.88,8.88,153,7443,,7.12,,Tank
Wrecking Ball,Master,3.02,0.48,37.74,15.78,8.93,156,6864,,7.55,,Tank
Wrecking Ball,Grandmaster,3.65,0.58,35.36,16.58,8.58,135,6981,,6.8,,Tank
Sojourn,All,2.86,5.26,50.07,18.36,7.37,57,8132,,8.18,,Damage
Sojourn,Bronze,2.37,3.05,42.39,15.52,6.86,61,7236,,8.87,,Damage
Sojourn,Silver,2.37,2.78,39.89,15.69,6.93,57,7247,,8.84,,Damage
Sojourn,Gold,2.59,3.59,44.87,16.95,7.28,59,7892,,8.5,,Damage
Sojourn,Platinum,2.75,5.58,48.73,17.7,7.38,63,8026,,8.31,,Damage
Sojourn,Diamond,2.67,6.32,48.49,17.59,7.18,55,8124,,8.47,,Damage
Sojourn,Master,2.63,6.68,45.91,17.11,7.09,55,7875,,8.57,,Damage
Sojourn,Grandmaster,2.71,7.46,51.2,17.46,6.87,54,7991,,8.42,,Damage
Symmetra,All,4.14,0.7,55.22,21.07,8.86,62,8087,,7.88,,Damage
Symmetra,Bronze,4.95,0.58,50.55,22.01,10.23,64,7992,,7.7,,Damage
Symmetra,Silver,3.7,0.6,50.83,20.65,9.18,54,7707,,8.17,,Damage
Symmetra,Gold,3.74,1.15,55.13,20.4,9.08,70,7575,,7.98,,Damage
Symmetra,Platinum,4.01,0.53,52.56,21.57,9.75,54,8464,,8.15,,Damage
Symmetra,Diamond,3.73,0.79,55.74,20.71,8.76,52,8370,,8.02,,Damage
Symmetra,Master,3.79,0.52,48.7,20.86,9.73,50,7858,,8.13,,Damage
Symmetra,Grandmaster,4.68,0.47,50.14,22.25,9.59,49,8264,,7.82,,Damage
Torbjorn,All,3.31,1.1,60.89,19.86,8.51,59,9917,,6.95,,Damage
Torbjorn,Bronze,3.93,0.47,58.02,20.12,9.01,61,9666,,6.87,,Damage
Torbjorn,Silver,2.72,0.69,55.41,16.57,7.41,67,8639,,7.29,,Damage
Torbjorn,Gold,3.24,0.86,63.79,20.36,8.93,51,9968,,7.09,,Damage
Torbjorn,Platinum,3.83,0.53,63.27,20.85,9.59,54,10125,,6.69,,Damage
Torbjorn,Diamond,3.18,1.9,66.4,19.73,8.33,55,9748,,7.35,,Damage
Torbjorn,Master,3.8,2.35,56.02,20.9,8.41,61,9874,,6.58,,Damage
Torbjorn,Grandmaster,3.39,0.42,63.49,18.91,8.03,72,9433,,6.82,,Damage
Junker Queen,All,3.83,0.94,53.17,18.0,8.41,129,7745,,7.29,,Tank
Junker Queen,Bronze,3.23,1.41,47.71,16.11,8.13,121,7029,,7.85,,Tank
Junker Queen,Silver,3.51,0.97,45.73,16.59,8.37,129,7081,,7.84,,Tank
Junker Queen,Gold,3.7,1.46,55.17,17.74,8.89,139,7557,,7.44,,Tank
Junker Queen,Platinum,3.59,1.23,55.85,17.53,8.01,127,7815,,7.55,,Tank
Junker Queen,Diamond,3.43,0.96,52.28,17.34,8.28,125,7693,,7.88,,Tank
Junker Queen,Master,3.55,1.38,52.7,17.79,8.46,125,7547,,7.91,,Tank
Junker Queen,Grandmaster,3.48,1.19,53.9,17.1,8.26,122,7486,,7.79,,Tank
Echo,All,2.62,0.74,48.19,19.15,6.71,60,7998,,8.35,,Damage
Echo,Bronze,2.42,0.27,49.3,17.89,6.72,66,7246,,8.12,,Damage
Echo,Silver,2.04,0.48,44.55,16.33,6.23,55,6933,,8.78,,Damage
Echo,Gold,2.65,0.59,43.16,18.35,6.67,64,7420,,8.18,,Damage
Echo,Platinum,2.45,0.92,50.45,18.92,7.26,64,8123,,8.46,,Damage
Echo,Diamond,2.91,0.8,50.61,20.38,6.91,58,8277,,7.81,,Damage
Echo,Master,2.4,0.77,47.43,18.63,6.65,68,7793,,8.37,,Damage
Echo,Grandmaster,2.36,0.7,51.46,17.9,5.65,56,8137,,8.3,,Damage
