Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Role
Tracer,All,2.47,2.19,48.92,17.72,6.21,59,6638,,8.3,,Damage
Tracer,Bronze,2.24,0.64,39.43,14.98,5.98,65,5758,,8.62,,Damage
Tracer,Silver,2.42,0.67,44.77,16.33,6.28,67,6126,,8.51,,Damage
Tracer,Gold,2.47,0.86,45.57,17.11,6.35,63,6338,,8.39,,Damage
Tracer,Platinum,2.45,1.54,46.75,17.62,6.36,62,6556,,8.44,,Damage
Tracer,Diamond,2.48,3.14,48.5,17.97,6.33,59,6683,,8.44,,Damage
Tracer,Master,2.45,4.85,49.24,18.16,6.17,57,6803,,8.3,,Damage
Tracer,Grandmaster,2.64,11.98,52.55,18.28,5.74,53,7071,,7.71,,Damage
Roadhog,All,3.72,0.71,40.19,17.28,7.85,114,8122,,6.74,,Tank
Roadhog,Bronze,3.07,0.35,34.1,14.52,7.24,117,6745,,7.3,,Tank
Roadhog,Silver,3.3,0.37,35.67,15.53,7.61,119,7125,,7.09,,Tank
Roadhog,Gold,3.68,0.46,38.83,16.66,7.93,116,7700,,6.89,,Tank
Roadhog,Platinum,3.69,0.7,39.09,17.32,7.94,116,8138,,6.79,,Tank
Roadhog,Diamond,3.83,1.22,40.9,17.89,7.86,111,8445,,6.7,,Tank
Roadhog,Master,3.81,1.38,41.03,17.86,7.62,107,8470,,6.63,,Tank
Roadhog,Grandmaster,3.78,1.68,42.66,17.12,7.21,106,8218,,6.5,,Tank
Zarya,All,4.74,1.69,46.25,19.95,9.07,125,9927,,6.26,,Tank
Zarya,Bronze,3.97,0.72,39.27,17.34,8.65,133,8415,,6.74,,Tank
Zarya,Silver,4.34,0.99,42.98,18.62,9.06,132,8995,,6.56,,Tank
Zarya,Gold,4.65,1.36,45.51,19.52,9.12,128,9476,,6.37,,Tank
Zarya,Platinum,4.79,1.81,46.18,20.13,9.21,127,9922,,6.25,,Tank
Zarya,Diamond,4.83,2.54,45.86,20.31,9.07,123,10191,,6.2,,Tank
Zarya,Master,4.86,2.69,47.08,20.19,8.87,117,10345,,6.13,,Tank
Zarya,Grandmaster,4.91,3.15,48.78,19.68,8.42,111,10283,,5.98,,Tank
Reaper,All,2.83,2.08,48.7,19.76,7.64,74,8235,,8.06,,Damage
Reaper,Bronze,2.66,1.19,44.71,17.9,7.51,80,7272,,8.28,,Damage
Reaper,Silver,2.68,1.34,45.45,18.82,7.63,78,7567,,8.21,,Damage
Reaper,Gold,2.84,1.59,47.73,19.47,7.74,77,7958,,8.11,,Damage
Reaper,Platinum,2.82,2.34,48.97,19.97,7.72,74,8317,,8.07,,Damage
Reaper,Diamond,2.89,3.16,49.51,20.25,7.66,72,8576,,8.02,,Damage
Reaper,Master,2.85,3.18,49.5,20.16,7.53,71,8650,,8.01,,Damage
Reaper,Grandmaster,2.8,2.53,49.08,19.37,7.11,70,8578,,7.94,,Damage
Baptiste,All,4.52,2.77,48.35,10.87,4.68,60,3663,9108.0,6.37,,Support
Baptiste,Bronze,3.88,1.6,42.36,9.23,4.33,66,3148,7846.0,7.01,,Support
Baptiste,Silver,4.08,1.3,42.84,10.04,4.77,69,3344,8307.0,6.88,,Support
Baptiste,Gold,4.33,1.79,46.63,10.32,4.78,65,3398,8720.0,6.64,,Support
Baptiste,Platinum,4.52,2.49,47.17,10.78,4.75,61,3585,9035.0,6.39,,Support
Baptiste,Diamond,4.7,4.25,49.71,11.23,4.75,58,3769,9312.0,6.2,,Support
Baptiste,Master,4.72,4.66,49.75,11.49,4.65,54,3932,9511.0,6.15,,Support
Baptiste,Grandmaster,4.84,7.61,53.08,11.74,4.46,52,4231,9920.0,6.01,,Support
Orisa,All,3.78,2.01,43.87,18.02,8.09,125,9404,,7.03,,Tank
Orisa,Bronze,3.19,1.31,37.88,15.49,7.81,130,8149,,7.57,,Tank
Orisa,Silver,3.58,1.54,41.51,16.9,8.24,133,8744,,7.31,,Tank
Orisa,Gold,3.66,1.73,43.92,17.57,8.17,129,9154,,7.15,,Tank
Orisa,Platinum,3.79,2.24,44.59,18.26,8.17,125,9497,,7.01,,Tank
Orisa,Diamond,3.92,2.75,44.05,18.52,7.99,121,9694,,6.92,,Tank
Orisa,Master,3.83,2.72,43.59,18.36,7.79,119,9586,,6.91,,Tank
Orisa,Grandmaster,3.83,2.58,43.89,17.89,7.53,117,9299,,6.86,,Tank
Pharah,All,3.08,1.64,50.61,20.73,6.51,39,9129,,8.45,,Damage
Pharah,Bronze,2.85,0.94,45.59,17.93,6.54,42,8056,,8.24,,Damage
Pharah,Silver,3.11,1.07,49.07,19.49,6.77,42,8495,,8.33,,Damage
Pharah,Gold,3.13,1.2,49.56,20.24,6.76,41,8771,,8.32,,Damage
Pharah,Platinum,3.12,1.65,50.63,20.91,6.62,39,9121,,8.45,,Damage
Pharah,Diamond,3.08,2.35,51.0,21.42,6.47,38,9433,,8.56,,Damage
Pharah,Master,3.01,3.14,52.68,21.35,6.13,35,9577,,8.56,,Damage
Pharah,Grandmaster,3.0,3.03,53.11,21.08,5.87,32,9720,,8.47,,Damage
Sigma,All,4.94,2.24,50.82,18.72,8.37,130,10093,,5.08,,Tank
Sigma,Bronze,4.06,1.26,44.52,16.21,8.55,138,8706,,5.56,,Tank
Sigma,Silver,4.6,1.35,46.84,17.59,8.9,138,9286,,5.41,,Tank
Sigma,Gold,4.88,1.52,48.93,18.4,8.88,135,9669,,5.21,,Tank
Sigma,Platinum,5.01,2.12,50.52,18.88,8.64,131,10066,,5.08,,Tank
Sigma,Diamond,5.09,3.09,50.86,19.16,8.3,126,10337,,5.04,,Tank
Sigma,Master,4.91,3.91,51.89,18.95,7.79,123,10391,,5.03,,Tank
Sigma,Grandmaster,4.66,5.83,53.24,18.22,7.01,118,10365,,4.98,,Tank
Doomfist,All,3.39,1.65,50.82,18.31,6.0,90,8076,,7.71,,Tank
Doomfist,Bronze,3.16,0.28,42.13,15.51,5.84,95,6846,,8.29,,Tank
Doomfist,Silver,3.35,0.45,48.14,16.78,6.33,101,7290,,7.93,,Tank
Doomfist,Gold,3.26,0.69,48.06,17.31,6.19,97,7620,,8.05,,Tank
Doomfist,Platinum,3.38,1.35,50.42,18.16,6.12,93,7995,,7.75,,Tank
Doomfist,Diamond,3.39,2.84,51.5,18.69,6.0,88,8249,,7.71,,Tank
Doomfist,Master,3.4,3.54,51.01,18.9,5.79,84,8309,,7.61,,Tank
Doomfist,Grandmaster,3.43,6.89,51.89,18.78,5.63,82,8354,,7.53,,Tank
Brigitte,All,4.67,1.47,52.4,12.11,4.95,87,3710,8452.0,7.47,,Support
Brigitte,Bronze,3.85,0.7,46.01,11.28,4.93,93,3383,7502.0,8.39,,Support
Brigitte,Silver,4.3,0.69,49.47,12.17,5.12,93,3563,7900.0,8.15,,Support
Brigitte,Gold,4.53,0.87,51.35,12.52,5.23,91,3737,8148.0,8.03,,Support
Brigitte,Platinum,4.63,1.26,52.1,12.48,5.09,88,3750,8437.0,7.71,,Support
Brigitte,Diamond,4.75,1.99,52.77,12.36,5.03,86,3788,8648.0,7.36,,Support
Brigitte,Master,4.9,2.85,53.47,11.75,4.67,83,3701,8716.0,7.05,,Support
Brigitte,Grandmaster,4.93,5.39,53.59,10.82,4.33,84,3588,8791.0,6.49,,Support
Mei,All,3.86,1.79,50.93,17.83,7.65,90,7001,,7.22,,Damage
Mei,Bronze,3.64,0.97,45.73,16.62,7.77,100,6368,,7.52,,Damage
Mei,Silver,3.88,1.14,48.21,17.3,8.01,100,6620,,7.4,,Damage
Mei,Gold,3.96,1.3,49.98,17.89,8.02,95,6849,,7.3,,Damage
Mei,Platinum,3.92,1.75,50.77,18.09,7.78,91,7062,,7.2,,Damage
Mei,Diamond,3.83,2.52,51.11,18.01,7.52,87,7172,,7.18,,Damage
Mei,Master,3.76,3.35,52.77,17.75,7.12,81,7215,,7.1,,Damage
Mei,Grandmaster,3.57,3.33,52.48,17.07,6.64,77,7114,,6.97,,Damage
Winston,All,3.95,1.34,44.29,19.74,6.6,108,7951,,6.97,,Tank
Winston,Bronze,3.27,0.38,35.95,17.12,6.86,120,6766,,7.89,,Tank
Winston,Silver,3.5,0.5,38.65,18.35,7.13,120,7217,,7.61,,Tank
Winston,Gold,3.87,0.71,41.52,19.33,7.11,117,7561,,7.24,,Tank
Winston,Platinum,3.97,1.2,42.53,19.88,6.83,111,7869,,7.07,,Tank
Winston,Diamond,4.02,2.13,43.47,20.11,6.52,105,8112,,6.91,,Tank
Winston,Master,3.97,2.96,45.99,20.02,6.17,99,8207,,6.81,,Tank
Winston,Grandmaster,3.98,4.84,49.07,19.47,5.68,93,8238,,6.54,,Tank
Bastion,All,2.99,2.01,47.47,19.51,8.23,66,10419,,8.01,,Damage
Bastion,Bronze,2.56,1.42,41.57,17.63,7.92,67,9344,,8.61,,Damage
Bastion,Silver,2.77,1.42,44.03,18.52,8.29,70,9758,,8.4,,Damage
Bastion,Gold,2.91,1.52,45.96,19.31,8.47,70,10133,,8.17,,Damage
Bastion,Platinum,3.03,1.87,47.12,19.71,8.42,68,10482,,7.98,,Damage
Bastion,Diamond,3.09,2.79,47.95,19.96,8.19,64,10766,,7.86,,Damage
Bastion,Master,3.06,3.84,50.59,19.73,7.84,61,10761,,7.87,,Damage
Bastion,Grandmaster,2.96,2.98,49.28,19.14,7.29,57,10658,,7.87,,Damage
Sombra,All,4.85,1.14,44.78,16.25,5.82,43,5687,,6.03,,Damage
Sombra,Bronze,3.91,0.54,38.01,13.85,5.31,47,4585,,6.68,,Damage
Sombra,Silver,4.5,0.46,40.36,15.5,5.86,47,4972,,6.34,,Damage
Sombra,Gold,4.71,0.79,44.14,15.88,5.83,45,5287,,6.21,,Damage
Sombra,Platinum,4.7,0.94,43.9,16.2,5.85,43,5538,,6.18,,Damage
Sombra,Diamond,5.03,1.65,44.37,16.63,5.88,42,5848,,5.98,,Damage
Sombra,Master,4.94,2.54,46.63,16.64,5.78,40,6073,,5.89,,Damage
Sombra,Grandmaster,5.39,3.26,48.01,16.5,5.6,40,6302,,5.56,,Damage
Wrecking Ball,All,4.98,1.49,50.28,17.72,7.2,117,7850,,5.75,,Tank
Wrecking Ball,Bronze,4.22,0.31,41.43,14.89,7.07,127,6816,,6.24,,Tank
Wrecking Ball,Silver,4.5,0.39,45.51,15.99,7.48,130,7336,,6.13,,Tank
Wrecking Ball,Gold,4.96,0.53,47.76,17.11,7.63,128,7659,,5.89,,Tank
Wrecking Ball,Platinum,4.99,1.08,48.5,17.49,7.47,123,7822,,5.86,,Tank
Wrecking Ball,Diamond,5.05,2.44,50.85,18.08,7.33,118,7976,,5.79,,Tank
Wrecking Ball,Master,5.04,3.88,52.08,18.29,7.01,110,7987,,5.64,,Tank
Wrecking Ball,Grandmaster,4.99,7.33,51.81,18.0,6.48,102,7902,,5.39,,Tank
Sojourn,All,2.91,1.68,43.67,18.31,7.04,56,8518,,7.96,,Damage
Sojourn,Bronze,2.45,0.94,37.05,15.46,7.03,64,7418,,8.34,,Damage
Sojourn,Silver,2.71,0.77,38.98,16.74,7.19,63,7857,,8.21,,Damage
Sojourn,Gold,2.85,0.9,40.72,17.51,7.25,61,8177,,8.09,,Damage
Sojourn,Platinum,2.92,1.4,42.41,18.18,7.18,57,8469,,7.98,,Damage
Sojourn,Diamond,2.97,2.33,44.13,18.72,7.02,54,8709,,7.96,,Damage
Sojourn,Master,2.91,3.72,44.81,18.94,6.83,52,8797,,7.94,,Damage
Sojourn,Grandmaster,2.99,5.61,47.84,19.58,6.57,49,9192,,7.64,,Damage
Symmetra,All,3.49,1.28,53.43,19.03,8.48,65,8381,,7.9,,Damage
Symmetra,Bronze,3.4,0.81,50.12,17.72,8.61,69,7450,,7.97,,Damage
Symmetra,Silver,3.43,0.76,52.07,18.49,8.88,69,7853,,8.05,,Damage
Symmetra,Gold,3.62,1.02,53.25,19.33,8.79,66,8242,,7.91,,Damage
Symmetra,Platinum,3.49,1.34,53.18,19.3,8.57,65,8498,,7.92,,Damage
Symmetra,Diamond,3.48,1.83,53.21,19.3,8.43,64,8660,,7.88,,Damage
Symmetra,Master,3.41,2.11,54.22,18.95,8.13,62,8609,,7.87,,Damage
Symmetra,Grandmaster,3.2,1.84,53.87,17.86,7.52,59,8322,,7.84,,Damage
Torbjorn,All,3.07,1.33,52.43,17.68,7.34,49,9523,,6.84,,Damage
Torbjorn,Bronze,2.92,0.92,49.64,16.75,7.7,55,8787,,7.11,,Damage
Torbjorn,Silver,3.17,0.86,50.29,17.5,7.78,52,9169,,6.97,,Damage
Torbjorn,Gold,3.1,0.83,52.57,17.9,7.76,51,9431,,6.79,,Damage
Torbjorn,Platinum,3.2,1.2,53.08,18.06,7.59,49,9618,,6.81,,Damage
Torbjorn,Diamond,3.06,1.9,52.8,17.96,7.22,48,9728,,6.85,,Damage
Torbjorn,Master,3.05,2.54,53.31,17.53,6.92,48,9674,,6.77,,Damage
Torbjorn,Grandmaster,2.71,3.45,51.87,16.6,6.39,50,9458,,6.96,,Damage
Ramattra,All,3.95,2.31,50.36,19.8,8.23,122,9876,,6.55,,Tank
Ramattra,Bronze,3.52,1.15,42.94,17.7,8.24,128,8624,,7.07,,Tank
Ramattra,Silver,3.82,1.39,47.18,19.19,8.71,131,9242,,6.8,,Tank
Ramattra,Gold,3.91,1.68,50.1,19.68,8.6,128,9615,,6.65,,Tank
Ramattra,Platinum,3.99,2.39,50.25,20.03,8.43,124,9929,,6.54,,Tank
Ramattra,Diamond,4.03,3.29,51.05,20.09,8.14,119,10106,,6.54,,Tank
Ramattra,Master,3.79,3.86,50.99,19.71,7.69,113,10050,,6.56,,Tank
Ramattra,Grandmaster,3.77,5.09,50.92,18.88,7.08,109,9894,,6.5,,Tank
Junker Queen,All,4.76,0.97,49.27,20.01,7.97,117,9334,,6.57,,Tank
Junker Queen,Bronze,4.1,0.49,40.98,16.77,7.76,130,7609,,7.03,,Tank
Junker Queen,Silver,4.37,0.43,43.47,18.21,8.11,135,8272,,6.74,,Tank
Junker Queen,Gold,4.76,0.59,46.97,19.33,8.22,128,8828,,6.62,,Tank
Junker Queen,Platinum,4.76,0.88,49.24,19.97,8.12,120,9300,,6.6,,Tank
Junker Queen,Diamond,4.82,1.5,50.64,20.44,7.95,113,9631,,6.57,,Tank
Junker Queen,Master,4.78,1.89,50.34,20.66,7.68,106,9760,,6.56,,Tank
Junker Queen,Grandmaster,4.73,2.55,51.87,20.37,7.39,101,9682,,6.46,,Tank
Echo,All,2.69,1.04,47.27,18.45,6.23,58,8433,,8.16,,Damage
Echo,Bronze,2.23,0.46,40.7,15.66,6.37,64,7102,,8.36,,Damage
Echo,Silver,2.41,0.53,43.02,16.96,6.54,63,7458,,8.47,,Damage
Echo,Gold,2.61,0.62,46.33,17.62,6.52,62,7874,,8.28,,Damage
Echo,Platinum,2.67,0.86,45.16,18.34,6.44,60,8249,,8.24,,Damage
Echo,Diamond,2.73,1.57,47.7,18.85,6.22,57,8639,,8.15,,Damage
Echo,Master,2.74,2.05,50.15,19.17,5.98,53,8929,,8.11,,Damage
Echo,Grandmaster,2.9,3.32,50.45,19.25,5.51,49,9419,,7.7,,Damage
